occupation,year,node,category,type,n_jobs,total_jobs,pct,conf_min
Financial Managers,2026,Socio-Technical Systems Thinking,Emerging,soft,267,21363,1.2,1
Financial Managers,2026,AI infrastructure and Deployment Readiness,Emerging,hard,347,21363,1.6,1
Financial Managers,2026,AI transformation and organizational redesign,Emerging,soft,0,21363,0.0,1
Financial Managers,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,8118,21363,38.0,1
Financial Managers,2026,Governance and Accountability Structures,Emerging,hard,7259,21363,34.0,1
Financial Managers,2026,Responsible and Ethical AI Evaluation,Emerging,hard,128,21363,0.6,1
Financial Managers,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,1071,21363,5.0,1
Financial Managers,2026,Societal and Environmental AI Impact,Emerging,hard,658,21363,3.1,1
All,2023,Declarative and retrieval-based knowledge,Declining,hard,4923,16709,29.5,1
All,2023,Individual knowledge,Declining,soft,459,16709,2.7,1
All,2023,Locate and retrieve information,Declining,hard,1335,16709,8.0,1
All,2023,language-specific knowledge,Declining,soft,459,16709,2.7,1
All,2023,Digital information analysis and synthesis,Declining,hard,623,16709,3.7,1
All,2023,business knowledge as stored facts,Declining,hard,3451,16709,20.7,1
All,2023,Standardized routine execution,Declining,hard,3836,16709,23.0,1
All,2023,Routine tasks,Declining,hard,3836,16709,23.0,1
All,2023,Foundations,Enduring,hard,12882,16709,77.1,1
All,2023,Creativity,Enduring,soft,6308,16709,37.8,1
All,2023,Business and management foundations,Enduring,hard,11658,16709,69.8,1
All,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,4273,16709,25.6,1
All,2023,"Quantitative, data, and analytical foundations",Enduring,hard,6646,16709,39.8,1
All,2023,Creative Thinking and Curiosity,Enduring,soft,3030,16709,18.1,1
All,2023,A structured approach to work,Enduring,hard,8946,16709,53.5,1
All,2023,Criticism,Enduring,soft,2419,16709,14.5,1
All,2023,Analytical and Structured Problem-Solving,Enduring,hard,3768,16709,22.6,1
All,2023,Analytical and critical thinking,Enduring,soft,701,16709,4.2,1
All,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,2960,16709,17.7,1
All,2023,Critical thinking,Enduring,soft,127,16709,0.8,1
All,2023,Methodical Process and Technology Management,Enduring,hard,5346,16709,32.0,1
All,2023,Ethical decision-making,Enduring,soft,1691,16709,10.1,1
All,2023,Communications,Enduring,hard,7982,16709,47.8,1
All,2023,Collaboration,Enduring,soft,10461,16709,62.6,1
All,2023,Business & Professional communication,Enduring,hard,7725,16709,46.2,1
All,2023,Teamwork and cooperation,Enduring,soft,1552,16709,9.3,1
All,2023,Data communication and storytelling,Enduring,hard,792,16709,4.7,1
All,2023,Leadership and social influence,Enduring,soft,5951,16709,35.6,1
All,2023,Emotional and interpersonal intelligence,Enduring,soft,7603,16709,45.5,1
All,2023,Learning,Enduring,soft,1532,16709,9.2,1
All,2023,Learning orientation,Enduring,soft,1333,16709,8.0,1
All,2023,Self-reflection,Enduring,soft,240,16709,1.4,1
All,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,3514,16709,21.0,1
All,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,746,16709,4.5,1
All,2023,Digital and AI literacy,Emerging,hard,3415,16709,20.4,1
All,2023,Adaptive Mindset and Resilience,Emerging,soft,376,16709,2.3,1
All,2023,Prompting skills,Emerging,hard,0,16709,0.0,1
All,2023,AI-Driven Change and Opportunity Management,Emerging,soft,389,16709,2.3,1
All,2023,AI Use-Case Identification and Professional Application,Emerging,hard,139,16709,0.8,1
All,2023,AI self-efficacy,Emerging,soft,0,16709,0.0,1
All,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,16709,0.0,1
All,2023,AI-ideation,Emerging,hard,0,16709,0.0,1
All,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,946,16709,5.7,1
All,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,53,16709,0.3,1
All,2023,AI Development and Implementation,Emerging,hard,236,16709,1.4,1
All,2023,Human-AI collaboration,Emerging,soft,10,16709,0.1,1
All,2023,AI Data and Process Management,Emerging,hard,485,16709,2.9,1
All,2023,Socio-Technical Systems Thinking,Emerging,soft,43,16709,0.3,1
All,2023,AI infrastructure and Deployment Readiness,Emerging,hard,300,16709,1.8,1
All,2023,AI transformation and organizational redesign,Emerging,soft,0,16709,0.0,1
All,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,4090,16709,24.5,1
All,2023,Governance and Accountability Structures,Emerging,hard,3149,16709,18.8,1
All,2023,Responsible and Ethical AI Evaluation,Emerging,hard,45,16709,0.3,1
All,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,918,16709,5.5,1
All,2023,Societal and Environmental AI Impact,Emerging,hard,641,16709,3.8,1
All,2026,Declarative and retrieval-based knowledge,Declining,hard,22271,74500,29.9,1
All,2026,Individual knowledge,Declining,soft,1895,74500,2.5,1
All,2026,Locate and retrieve information,Declining,hard,6134,74500,8.2,1
All,2026,language-specific knowledge,Declining,soft,1895,74500,2.5,1
All,2026,Digital information analysis and synthesis,Declining,hard,4682,74500,6.3,1
All,2026,business knowledge as stored facts,Declining,hard,14211,74500,19.1,1
All,2026,Standardized routine execution,Declining,hard,18836,74500,25.3,1
All,2026,Routine tasks,Declining,hard,18836,74500,25.3,1
All,2026,Foundations,Enduring,hard,56842,74500,76.3,1
All,2026,Creativity,Enduring,soft,31995,74500,42.9,1
All,2026,Business and management foundations,Enduring,hard,50408,74500,67.7,1
All,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,21357,74500,28.7,1
All,2026,"Quantitative, data, and analytical foundations",Enduring,hard,33807,74500,45.4,1
All,2026,Creative Thinking and Curiosity,Enduring,soft,17673,74500,23.7,1
All,2026,A structured approach to work,Enduring,hard,39903,74500,53.6,1
All,2026,Criticism,Enduring,soft,11160,74500,15.0,1
All,2026,Analytical and Structured Problem-Solving,Enduring,hard,16783,74500,22.5,1
All,2026,Analytical and critical thinking,Enduring,soft,4842,74500,6.5,1
All,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,12205,74500,16.4,1
All,2026,Critical thinking,Enduring,soft,512,74500,0.7,1
All,2026,Methodical Process and Technology Management,Enduring,hard,26706,74500,35.8,1
All,2026,Ethical decision-making,Enduring,soft,6314,74500,8.5,1
All,2026,Communications,Enduring,hard,39043,74500,52.4,1
All,2026,Collaboration,Enduring,soft,47563,74500,63.8,1
All,2026,Business & Professional communication,Enduring,hard,37328,74500,50.1,1
All,2026,Teamwork and cooperation,Enduring,soft,7843,74500,10.5,1
All,2026,Data communication and storytelling,Enduring,hard,4338,74500,5.8,1
All,2026,Leadership and social influence,Enduring,soft,26075,74500,35.0,1
All,2026,Emotional and interpersonal intelligence,Enduring,soft,35340,74500,47.4,1
All,2026,Learning,Enduring,soft,6752,74500,9.1,1
All,2026,Learning orientation,Enduring,soft,6023,74500,8.1,1
All,2026,Self-reflection,Enduring,soft,817,74500,1.1,1
All,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,21042,74500,28.2,1
All,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,3743,74500,5.0,1
All,2026,Digital and AI literacy,Emerging,hard,20466,74500,27.5,1
All,2026,Adaptive Mindset and Resilience,Emerging,soft,2075,74500,2.8,1
All,2026,Prompting skills,Emerging,hard,0,74500,0.0,1
All,2026,AI-Driven Change and Opportunity Management,Emerging,soft,1790,74500,2.4,1
All,2026,AI Use-Case Identification and Professional Application,Emerging,hard,923,74500,1.2,1
All,2026,AI self-efficacy,Emerging,soft,0,74500,0.0,1
All,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,74500,0.0,1
All,2026,AI-ideation,Emerging,hard,0,74500,0.0,1
All,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,6779,74500,9.1,1
All,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,975,74500,1.3,1
All,2026,AI Development and Implementation,Emerging,hard,2829,74500,3.8,1
All,2026,Human-AI collaboration,Emerging,soft,47,74500,0.1,1
All,2026,AI Data and Process Management,Emerging,hard,3232,74500,4.3,1
All,2026,Socio-Technical Systems Thinking,Emerging,soft,933,74500,1.3,1
All,2026,AI infrastructure and Deployment Readiness,Emerging,hard,1413,74500,1.9,1
All,2026,AI transformation and organizational redesign,Emerging,soft,0,74500,0.0,1
All,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,21165,74500,28.4,1
All,2026,Governance and Accountability Structures,Emerging,hard,16292,74500,21.9,1
All,2026,Responsible and Ethical AI Evaluation,Emerging,hard,452,74500,0.6,1
All,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,4799,74500,6.4,1
All,2026,Societal and Environmental AI Impact,Emerging,hard,2958,74500,4.0,1
Marketing Managers,2023,Declarative and retrieval-based knowledge,Declining,hard,1996,8528,23.4,2
Marketing Managers,2023,Individual knowledge,Declining,soft,246,8528,2.9,2
Marketing Managers,2023,Locate and retrieve information,Declining,hard,291,8528,3.4,2
Marketing Managers,2023,language-specific knowledge,Declining,soft,246,8528,2.9,2
Marketing Managers,2023,Digital information analysis and synthesis,Declining,hard,525,8528,6.2,2
Marketing Managers,2023,business knowledge as stored facts,Declining,hard,1350,8528,15.8,2
Marketing Managers,2023,Standardized routine execution,Declining,hard,511,8528,6.0,2
Marketing Managers,2023,Routine tasks,Declining,hard,511,8528,6.0,2
Marketing Managers,2023,Foundations,Enduring,hard,5897,8528,69.1,2
Marketing Managers,2023,Creativity,Enduring,soft,3493,8528,41.0,2
Marketing Managers,2023,Business and management foundations,Enduring,hard,5011,8528,58.8,2
Marketing Managers,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,2612,8528,30.6,2
Marketing Managers,2023,"Quantitative, data, and analytical foundations",Enduring,hard,3140,8528,36.8,2
Marketing Managers,2023,Creative Thinking and Curiosity,Enduring,soft,1393,8528,16.3,2
Marketing Managers,2023,A structured approach to work,Enduring,hard,3926,8528,46.0,2
Marketing Managers,2023,Criticism,Enduring,soft,834,8528,9.8,2
Marketing Managers,2023,Analytical and Structured Problem-Solving,Enduring,hard,1814,8528,21.3,2
Marketing Managers,2023,Analytical and critical thinking,Enduring,soft,473,8528,5.5,2
Marketing Managers,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,900,8528,10.6,2
Marketing Managers,2023,Critical thinking,Enduring,soft,23,8528,0.3,2
Marketing Managers,2023,Methodical Process and Technology Management,Enduring,hard,2186,8528,25.6,2
Marketing Managers,2023,Ethical decision-making,Enduring,soft,365,8528,4.3,2
Marketing Managers,2023,Communications,Enduring,hard,3586,8528,42.0,2
Marketing Managers,2023,Collaboration,Enduring,soft,4896,8528,57.4,2
Marketing Managers,2023,Business & Professional communication,Enduring,hard,3413,8528,40.0,2
Marketing Managers,2023,Teamwork and cooperation,Enduring,soft,826,8528,9.7,2
Marketing Managers,2023,Data communication and storytelling,Enduring,hard,387,8528,4.5,2
Marketing Managers,2023,Leadership and social influence,Enduring,soft,2608,8528,30.6,2
Marketing Managers,2023,Emotional and interpersonal intelligence,Enduring,soft,3218,8528,37.7,2
Marketing Managers,2023,Learning,Enduring,soft,519,8528,6.1,2
Marketing Managers,2023,Learning orientation,Enduring,soft,505,8528,5.9,2
Marketing Managers,2023,Self-reflection,Enduring,soft,20,8528,0.2,2
Marketing Managers,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,1950,8528,22.9,2
Marketing Managers,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,204,8528,2.4,2
Marketing Managers,2023,Digital and AI literacy,Emerging,hard,1887,8528,22.1,2
Marketing Managers,2023,Adaptive Mindset and Resilience,Emerging,soft,203,8528,2.4,2
Marketing Managers,2023,Prompting skills,Emerging,hard,0,8528,0.0,2
Marketing Managers,2023,AI-Driven Change and Opportunity Management,Emerging,soft,1,8528,0.0,2
Marketing Managers,2023,AI Use-Case Identification and Professional Application,Emerging,hard,84,8528,1.0,2
Marketing Managers,2023,AI self-efficacy,Emerging,soft,0,8528,0.0,2
Marketing Managers,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,8528,0.0,2
Marketing Managers,2023,AI-ideation,Emerging,hard,0,8528,0.0,2
Marketing Managers,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,510,8528,6.0,2
Marketing Managers,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,43,8528,0.5,2
Marketing Managers,2023,AI Development and Implementation,Emerging,hard,137,8528,1.6,2
Marketing Managers,2023,Human-AI collaboration,Emerging,soft,10,8528,0.1,2
Marketing Managers,2023,AI Data and Process Management,Emerging,hard,226,8528,2.7,2
Marketing Managers,2023,Socio-Technical Systems Thinking,Emerging,soft,33,8528,0.4,2
Marketing Managers,2023,AI infrastructure and Deployment Readiness,Emerging,hard,198,8528,2.3,2
Marketing Managers,2023,AI transformation and organizational redesign,Emerging,soft,0,8528,0.0,2
Marketing Managers,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,261,8528,3.1,2
Marketing Managers,2023,Governance and Accountability Structures,Emerging,hard,99,8528,1.2,2
Marketing Managers,2023,Responsible and Ethical AI Evaluation,Emerging,hard,24,8528,0.3,2
Marketing Managers,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,145,8528,1.7,2
Marketing Managers,2023,Societal and Environmental AI Impact,Emerging,hard,19,8528,0.2,2
Marketing Managers,2026,Declarative and retrieval-based knowledge,Declining,hard,11261,43126,26.1,2
Marketing Managers,2026,Individual knowledge,Declining,soft,896,43126,2.1,2
Marketing Managers,2026,Locate and retrieve information,Declining,hard,1820,43126,4.2,2
Marketing Managers,2026,language-specific knowledge,Declining,soft,896,43126,2.1,2
Marketing Managers,2026,Digital information analysis and synthesis,Declining,hard,3993,43126,9.3,2
Marketing Managers,2026,business knowledge as stored facts,Declining,hard,6675,43126,15.5,2
Marketing Managers,2026,Standardized routine execution,Declining,hard,3440,43126,8.0,2
Marketing Managers,2026,Routine tasks,Declining,hard,3440,43126,8.0,2
Marketing Managers,2026,Foundations,Enduring,hard,28670,43126,66.5,2
Marketing Managers,2026,Creativity,Enduring,soft,18498,43126,42.9,2
Marketing Managers,2026,Business and management foundations,Enduring,hard,22907,43126,53.1,2
Marketing Managers,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,13737,43126,31.9,2
Marketing Managers,2026,"Quantitative, data, and analytical foundations",Enduring,hard,17784,43126,41.2,2
Marketing Managers,2026,Creative Thinking and Curiosity,Enduring,soft,8134,43126,18.9,2
Marketing Managers,2026,A structured approach to work,Enduring,hard,19036,43126,44.1,2
Marketing Managers,2026,Criticism,Enduring,soft,4742,43126,11.0,2
Marketing Managers,2026,Analytical and Structured Problem-Solving,Enduring,hard,8029,43126,18.6,2
Marketing Managers,2026,Analytical and critical thinking,Enduring,soft,3321,43126,7.7,2
Marketing Managers,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,4290,43126,9.9,2
Marketing Managers,2026,Critical thinking,Enduring,soft,163,43126,0.4,2
Marketing Managers,2026,Methodical Process and Technology Management,Enduring,hard,12443,43126,28.9,2
Marketing Managers,2026,Ethical decision-making,Enduring,soft,1426,43126,3.3,2
Marketing Managers,2026,Communications,Enduring,hard,18682,43126,43.3,2
Marketing Managers,2026,Collaboration,Enduring,soft,24577,43126,57.0,2
Marketing Managers,2026,Business & Professional communication,Enduring,hard,17723,43126,41.1,2
Marketing Managers,2026,Teamwork and cooperation,Enduring,soft,4872,43126,11.3,2
Marketing Managers,2026,Data communication and storytelling,Enduring,hard,1831,43126,4.2,2
Marketing Managers,2026,Leadership and social influence,Enduring,soft,12667,43126,29.4,2
Marketing Managers,2026,Emotional and interpersonal intelligence,Enduring,soft,16804,43126,39.0,2
Marketing Managers,2026,Learning,Enduring,soft,2940,43126,6.8,2
Marketing Managers,2026,Learning orientation,Enduring,soft,2882,43126,6.7,2
Marketing Managers,2026,Self-reflection,Enduring,soft,65,43126,0.2,2
Marketing Managers,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,11618,43126,26.9,2
Marketing Managers,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,1113,43126,2.6,2
Marketing Managers,2026,Digital and AI literacy,Emerging,hard,11336,43126,26.3,2
Marketing Managers,2026,Adaptive Mindset and Resilience,Emerging,soft,1107,43126,2.6,2
Marketing Managers,2026,Prompting skills,Emerging,hard,0,43126,0.0,2
Marketing Managers,2026,AI-Driven Change and Opportunity Management,Emerging,soft,6,43126,0.0,2
Marketing Managers,2026,AI Use-Case Identification and Professional Application,Emerging,hard,413,43126,1.0,2
Marketing Managers,2026,AI self-efficacy,Emerging,soft,0,43126,0.0,2
Marketing Managers,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,43126,0.0,2
Marketing Managers,2026,AI-ideation,Emerging,hard,0,43126,0.0,2
Marketing Managers,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,3430,43126,8.0,2
Marketing Managers,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,524,43126,1.2,2
Marketing Managers,2026,AI Development and Implementation,Emerging,hard,1301,43126,3.0,2
Marketing Managers,2026,Human-AI collaboration,Emerging,soft,39,43126,0.1,2
Marketing Managers,2026,AI Data and Process Management,Emerging,hard,1743,43126,4.0,2
Marketing Managers,2026,Socio-Technical Systems Thinking,Emerging,soft,490,43126,1.1,2
Marketing Managers,2026,AI infrastructure and Deployment Readiness,Emerging,hard,743,43126,1.7,2
Marketing Managers,2026,AI transformation and organizational redesign,Emerging,soft,0,43126,0.0,2
Marketing Managers,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,2439,43126,5.7,2
Marketing Managers,2026,Governance and Accountability Structures,Emerging,hard,1141,43126,2.6,2
Marketing Managers,2026,Responsible and Ethical AI Evaluation,Emerging,hard,194,43126,0.4,2
Marketing Managers,2026,"AI Risk, Privacy, and Security Management",Emerging,hard,1230,43126,2.9,2
Marketing Managers,2026,Societal and Environmental AI Impact,Emerging,hard,46,43126,0.1,2
Human Resources Managers,2023,Declarative and retrieval-based knowledge,Declining,hard,649,2443,26.6,2
Human Resources Managers,2023,Individual knowledge,Declining,soft,97,2443,4.0,2
Human Resources Managers,2023,Locate and retrieve information,Declining,hard,68,2443,2.8,2
Human Resources Managers,2023,language-specific knowledge,Declining,soft,97,2443,4.0,2
Human Resources Managers,2023,Digital information analysis and synthesis,Declining,hard,19,2443,0.8,2
Human Resources Managers,2023,business knowledge as stored facts,Declining,hard,585,2443,23.9,2
Human Resources Managers,2023,Standardized routine execution,Declining,hard,176,2443,7.2,2
Human Resources Managers,2023,Routine tasks,Declining,hard,176,2443,7.2,2
Human Resources Managers,2023,Foundations,Enduring,hard,1849,2443,75.7,2
Human Resources Managers,2023,Creativity,Enduring,soft,563,2443,23.0,2
Human Resources Managers,2023,Business and management foundations,Enduring,hard,1780,2443,72.9,2
Human Resources Managers,2023,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,469,2443,19.2,2
Human Resources Managers,2023,"Quantitative, data, and analytical foundations",Enduring,hard,477,2443,19.5,2
Human Resources Managers,2023,Creative Thinking and Curiosity,Enduring,soft,137,2443,5.6,2
Human Resources Managers,2023,A structured approach to work,Enduring,hard,1128,2443,46.2,2
Human Resources Managers,2023,Criticism,Enduring,soft,299,2443,12.2,2
Human Resources Managers,2023,Analytical and Structured Problem-Solving,Enduring,hard,382,2443,15.6,2
Human Resources Managers,2023,Analytical and critical thinking,Enduring,soft,104,2443,4.3,2
Human Resources Managers,2023,Data- and Evidence-Based Decision-Making,Enduring,hard,162,2443,6.6,2
Human Resources Managers,2023,Critical thinking,Enduring,soft,19,2443,0.8,2
Human Resources Managers,2023,Methodical Process and Technology Management,Enduring,hard,773,2443,31.6,2
Human Resources Managers,2023,Ethical decision-making,Enduring,soft,190,2443,7.8,2
Human Resources Managers,2023,Communications,Enduring,hard,845,2443,34.6,2
Human Resources Managers,2023,Collaboration,Enduring,soft,1546,2443,63.3,2
Human Resources Managers,2023,Business & Professional communication,Enduring,hard,822,2443,33.6,2
Human Resources Managers,2023,Teamwork and cooperation,Enduring,soft,208,2443,8.5,2
Human Resources Managers,2023,Data communication and storytelling,Enduring,hard,68,2443,2.8,2
Human Resources Managers,2023,Leadership and social influence,Enduring,soft,948,2443,38.8,2
Human Resources Managers,2023,Emotional and interpersonal intelligence,Enduring,soft,999,2443,40.9,2
Human Resources Managers,2023,Learning,Enduring,soft,208,2443,8.5,2
Human Resources Managers,2023,Learning orientation,Enduring,soft,207,2443,8.5,2
Human Resources Managers,2023,Self-reflection,Enduring,soft,2,2443,0.1,2
Human Resources Managers,2023,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,338,2443,13.8,2
Human Resources Managers,2023,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,55,2443,2.3,2
Human Resources Managers,2023,Digital and AI literacy,Emerging,hard,325,2443,13.3,2
Human Resources Managers,2023,Adaptive Mindset and Resilience,Emerging,soft,55,2443,2.3,2
Human Resources Managers,2023,Prompting skills,Emerging,hard,0,2443,0.0,2
Human Resources Managers,2023,AI-Driven Change and Opportunity Management,Emerging,soft,0,2443,0.0,2
Human Resources Managers,2023,AI Use-Case Identification and Professional Application,Emerging,hard,15,2443,0.6,2
Human Resources Managers,2023,AI self-efficacy,Emerging,soft,0,2443,0.0,2
Human Resources Managers,2023,AI monitoring; output evaluation and verification,Emerging,hard,0,2443,0.0,2
Human Resources Managers,2023,AI-ideation,Emerging,hard,0,2443,0.0,2
Human Resources Managers,2023,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,124,2443,5.1,2
Human Resources Managers,2023,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,8,2443,0.3,2
Human Resources Managers,2023,AI Development and Implementation,Emerging,hard,15,2443,0.6,2
Human Resources Managers,2023,Human-AI collaboration,Emerging,soft,0,2443,0.0,2
Human Resources Managers,2023,AI Data and Process Management,Emerging,hard,47,2443,1.9,2
Human Resources Managers,2023,Socio-Technical Systems Thinking,Emerging,soft,8,2443,0.3,2
Human Resources Managers,2023,AI infrastructure and Deployment Readiness,Emerging,hard,63,2443,2.6,2
Human Resources Managers,2023,AI transformation and organizational redesign,Emerging,soft,0,2443,0.0,2
Human Resources Managers,2023,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,89,2443,3.6,2
Human Resources Managers,2023,Governance and Accountability Structures,Emerging,hard,22,2443,0.9,2
Human Resources Managers,2023,Responsible and Ethical AI Evaluation,Emerging,hard,0,2443,0.0,2
Human Resources Managers,2023,"AI Risk, Privacy, and Security Management",Emerging,hard,68,2443,2.8,2
Human Resources Managers,2023,Societal and Environmental AI Impact,Emerging,hard,0,2443,0.0,2
Human Resources Managers,2026,Declarative and retrieval-based knowledge,Declining,hard,2421,10011,24.2,2
Human Resources Managers,2026,Individual knowledge,Declining,soft,242,10011,2.4,2
Human Resources Managers,2026,Locate and retrieve information,Declining,hard,104,10011,1.0,2
Human Resources Managers,2026,language-specific knowledge,Declining,soft,242,10011,2.4,2
Human Resources Managers,2026,Digital information analysis and synthesis,Declining,hard,180,10011,1.8,2
Human Resources Managers,2026,business knowledge as stored facts,Declining,hard,2210,10011,22.1,2
Human Resources Managers,2026,Standardized routine execution,Declining,hard,722,10011,7.2,2
Human Resources Managers,2026,Routine tasks,Declining,hard,722,10011,7.2,2
Human Resources Managers,2026,Foundations,Enduring,hard,7221,10011,72.1,2
Human Resources Managers,2026,Creativity,Enduring,soft,2589,10011,25.9,2
Human Resources Managers,2026,Business and management foundations,Enduring,hard,6767,10011,67.6,2
Human Resources Managers,2026,Entrepreneurial and Innovation-Oriented Thinking,Enduring,soft,1847,10011,18.4,2
Human Resources Managers,2026,"Quantitative, data, and analytical foundations",Enduring,hard,2371,10011,23.7,2
Human Resources Managers,2026,Creative Thinking and Curiosity,Enduring,soft,1020,10011,10.2,2
Human Resources Managers,2026,A structured approach to work,Enduring,hard,4941,10011,49.4,2
Human Resources Managers,2026,Criticism,Enduring,soft,1249,10011,12.5,2
Human Resources Managers,2026,Analytical and Structured Problem-Solving,Enduring,hard,1962,10011,19.6,2
Human Resources Managers,2026,Analytical and critical thinking,Enduring,soft,564,10011,5.6,2
Human Resources Managers,2026,Data- and Evidence-Based Decision-Making,Enduring,hard,1043,10011,10.4,2
Human Resources Managers,2026,Critical thinking,Enduring,soft,43,10011,0.4,2
Human Resources Managers,2026,Methodical Process and Technology Management,Enduring,hard,3487,10011,34.8,2
Human Resources Managers,2026,Ethical decision-making,Enduring,soft,681,10011,6.8,2
Human Resources Managers,2026,Communications,Enduring,hard,4172,10011,41.7,2
Human Resources Managers,2026,Collaboration,Enduring,soft,6674,10011,66.7,2
Human Resources Managers,2026,Business & Professional communication,Enduring,hard,3998,10011,39.9,2
Human Resources Managers,2026,Teamwork and cooperation,Enduring,soft,837,10011,8.4,2
Human Resources Managers,2026,Data communication and storytelling,Enduring,hard,319,10011,3.2,2
Human Resources Managers,2026,Leadership and social influence,Enduring,soft,4530,10011,45.3,2
Human Resources Managers,2026,Emotional and interpersonal intelligence,Enduring,soft,4722,10011,47.2,2
Human Resources Managers,2026,Learning,Enduring,soft,980,10011,9.8,2
Human Resources Managers,2026,Learning orientation,Enduring,soft,961,10011,9.6,2
Human Resources Managers,2026,Self-reflection,Enduring,soft,24,10011,0.2,2
Human Resources Managers,2026,"AI Interaction (How do humans use, communicate with, and evaluate AI?)",Emerging,hard,2058,10011,20.6,2
Human Resources Managers,2026,Adaptability (capacity to respond constructively to technological and organizational change),Emerging,soft,390,10011,3.9,2
Human Resources Managers,2026,Digital and AI literacy,Emerging,hard,1992,10011,19.9,2
Human Resources Managers,2026,Adaptive Mindset and Resilience,Emerging,soft,390,10011,3.9,2
Human Resources Managers,2026,Prompting skills,Emerging,hard,0,10011,0.0,2
Human Resources Managers,2026,AI-Driven Change and Opportunity Management,Emerging,soft,0,10011,0.0,2
Human Resources Managers,2026,AI Use-Case Identification and Professional Application,Emerging,hard,113,10011,1.1,2
Human Resources Managers,2026,AI self-efficacy,Emerging,soft,0,10011,0.0,2
Human Resources Managers,2026,AI monitoring; output evaluation and verification,Emerging,hard,0,10011,0.0,2
Human Resources Managers,2026,AI-ideation,Emerging,hard,0,10011,0.0,2
Human Resources Managers,2026,"AI System Design (How are AI-supported tools, workflows, and processes designed?)",Emerging,hard,917,10011,9.2,2
Human Resources Managers,2026,Systemic Skills (ability to understand AI implementation within a wider organizational and socio-technical context),Emerging,soft,181,10011,1.8,2
Human Resources Managers,2026,AI Development and Implementation,Emerging,hard,369,10011,3.7,2
Human Resources Managers,2026,Human-AI collaboration,Emerging,soft,5,10011,0.0,2
Human Resources Managers,2026,AI Data and Process Management,Emerging,hard,499,10011,5.0,2
Human Resources Managers,2026,Socio-Technical Systems Thinking,Emerging,soft,176,10011,1.8,2
Human Resources Managers,2026,AI infrastructure and Deployment Readiness,Emerging,hard,119,10011,1.2,2
Human Resources Managers,2026,AI transformation and organizational redesign,Emerging,soft,0,10011,0.0,2
Human Resources Managers,2026,"AI Governance (How do we ensure AI is used responsibly, safely, legally, and accountably?)",Emerging,hard,933,10011,9.3,2
Human Resources Managers,2026,Governance and Accountability Structures,Emerging,hard,421,10011,4.2,2
